Episode,Avg_Reward,Epsilon,Original_Reward,Shaped_Reward
260,69.85,0.7695,85.00,69.85,136117
261,185.80,0.7681,210.00,185.80,136627
262,199.65,0.7666,230.00,199.65,137272
263,46.34,0.7652,65.00,46.34,137668
264,56.57,0.7638,70.00,56.57,137955
265,178.20,0.7624,205.00,178.20,138523
266,75.54,0.7610,95.00,75.54,138933
267,76.35,0.7596,95.00,76.35,139336
268,112.79,0.7582,135.00,112.79,139805
269,170.19,0.7567,195.00,170.19,140326
270,624.30,0.7553,665.00,624.30,141188
271,86.42,0.7539,105.00,86.42,141582
272,187.47,0.7525,210.00,187.47,142067
273,329.44,0.7511,370.00,329.44,142933
274,152.58,0.7497,185.00,152.58,143623
275,85.20,0.7483,100.00,85.20,143943
276,86.74,0.7468,105.00,86.74,144335
277,144.49,0.7454,165.00,144.49,144772
278,186.57,0.7440,210.00,186.57,145271
279,277.87,0.7426,315.00,277.87,146064
280,112.56,0.7412,135.00,112.56,146542
281,188.82,0.7398,215.00,188.82,147096
282,234.83,0.7384,270.00,234.83,147845
283,86.10,0.7369,100.00,86.10,148149
284,14.09,0.7355,30.00,14.09,148492
285,152.49,0.7341,180.00,152.49,149087
286,242.15,0.7327,270.00,242.15,149682
287,170.95,0.7313,205.00,170.95,150403
288,156.64,0.7299,180.00,156.64,150899
289,131.27,0.7285,155.00,131.27,151406
290,152.84,0.7270,180.00,152.84,151976
291,116.72,0.7256,135.00,116.72,152360
292,90.88,0.7242,105.00,90.88,152662
293,154.42,0.7228,180.00,154.42,153202
294,109.88,0.7214,135.00,109.88,153736
295,404.92,0.7200,445.00,404.92,154586
296,108.80,0.7186,130.00,108.80,155032
297,111.53,0.7171,130.00,111.53,155431
298,111.41,0.7157,125.00,111.41,155720
299,107.12,0.7143,130.00,107.12,156212
300,116.99,0.7129,135.00,116.99,156583
301,82.93,0.7115,100.00,82.93,156952
302,276.54,0.7101,310.00,276.54,157646
303,276.29,0.7087,315.00,276.29,158467
304,209.45,0.7072,240.00,209.45,159108
305,278.10,0.7058,315.00,278.10,159894
306,560.04,0.7044,605.00,560.04,160862
307,114.27,0.7030,135.00,114.27,161309
308,36.12,0.7016,55.00,36.12,161711
309,106.14,0.7002,130.00,106.14,162227
310,260.27,0.6988,295.00,260.27,162980
311,57.69,0.6973,70.00,57.69,163237
312,143.64,0.6959,170.00,143.64,163795
313,189.31,0.6945,210.00,189.31,164236
314,159.87,0.6931,180.00,159.87,164667
315,107.47,0.6917,130.00,107.47,165138
316,161.42,0.6903,185.00,161.42,165624
317,159.56,0.6889,185.00,159.56,166170
318,71.50,0.6874,90.00,71.50,166566
319,59.46,0.6860,75.00,59.46,166902
320,212.79,0.6846,250.00,212.79,167705
321,387.13,0.6832,415.00,387.13,168294
322,112.45,0.6818,135.00,112.45,168767
323,140.28,0.6804,165.00,140.28,169301
324,66.27,0.6790,80.00,66.27,169596
325,182.73,0.6775,210.00,182.73,170171
326,129.46,0.6761,155.00,129.46,170685
327,142.39,0.6747,170.00,142.39,171278
328,420.31,0.6733,470.00,420.31,172345
329,107.31,0.6719,130.00,107.31,172828
330,162.90,0.6705,190.00,162.90,173414
331,98.69,0.6691,125.00,98.69,173975
332,224.84,0.6676,260.00,224.84,174717
333,504.72,0.6662,535.00,504.72,175379
334,489.53,0.6648,530.00,489.53,176242
335,159.68,0.6634,185.00,159.68,176782
336,148.57,0.6620,175.00,148.57,177349
337,85.32,0.6606,105.00,85.32,177783
338,108.67,0.6592,135.00,108.67,178334
339,269.00,0.6577,305.00,269.00,179102
340,133.94,0.6563,155.00,133.94,179552
341,112.05,0.6549,130.00,112.05,179941
342,222.74,0.6535,260.00,222.74,180739
343,240.73,0.6521,265.00,240.73,181258
344,131.91,0.6507,155.00,131.91,181741
345,194.08,0.6493,225.00,194.08,182385
346,361.88,0.6478,405.00,361.88,183295
347,347.44,0.6464,385.00,347.44,184069
348,284.61,0.6450,320.00,284.61,184828
349,81.29,0.6436,100.00,81.29,185219
350,137.98,0.6422,155.00,137.98,185577
351,173.35,0.6408,205.00,173.35,186238
352,375.66,0.6394,415.00,375.66,187068
353,217.47,0.6379,255.00,217.47,187859
354,755.38,0.6365,795.00,755.38,188685
355,254.62,0.6351,285.00,254.62,189329
356,111.99,0.6337,135.00,111.99,189806
357,130.35,0.6323,155.00,130.35,190305
358,200.35,0.6309,225.00,200.35,190840
359,263.65,0.6295,300.00,263.65,191613
360,183.92,0.6280,230.00,183.92,192573
361,213.31,0.6266,245.00,213.31,193238
362,404.82,0.6252,440.00,404.82,193976
363,40.39,0.6238,55.00,40.39,194287
364,202.14,0.6224,230.00,202.14,194879
365,41.28,0.6210,55.00,41.28,195165
366,126.23,0.6196,140.00,126.23,195456
367,81.09,0.6181,105.00,81.09,195953
368,75.73,0.6167,90.00,75.73,196252
369,82.17,0.6153,100.00,82.17,196635
370,82.80,0.6139,100.00,82.80,197001
371,84.87,0.6125,105.00,84.87,197432
372,257.38,0.6111,295.00,257.38,198228
373,128.26,0.6097,150.00,128.26,198698
374,509.15,0.6082,540.00,509.15,199367
375,110.03,0.6068,135.00,110.03,199878
376,110.59,0.6054,135.00,110.59,200405
377,604.19,0.6040,655.00,604.19,201472
378,260.69,0.6026,300.00,260.69,202299
379,294.29,0.6012,330.00,294.29,203062
380,64.79,0.5998,80.00,64.79,203395
381,99.24,0.5983,120.00,99.24,203825
382,332.32,0.5969,375.00,332.32,204717
383,450.99,0.5955,485.00,450.99,205440
384,223.03,0.5941,260.00,223.03,206227
385,186.03,0.5927,215.00,186.03,206840
386,156.68,0.5913,180.00,156.68,207338
387,91.67,0.5899,110.00,91.67,207737
388,114.40,0.5884,135.00,114.40,208179
389,186.90,0.5870,210.00,186.90,208663
390,437.52,0.5856,470.00,437.52,209345
391,25.74,0.5842,45.00,25.74,209735
392,217.98,0.5828,245.00,217.98,210315
393,112.60,0.5814,135.00,112.60,210779
394,61.68,0.5800,80.00,61.68,211167
395,106.75,0.5785,125.00,106.75,211550
396,153.01,0.5771,175.00,153.01,212011
397,202.66,0.5757,230.00,202.66,212601
398,162.71,0.5743,180.00,162.71,212956
399,194.81,0.5729,225.00,194.81,213597
400,261.08,0.5715,290.00,261.08,214195
401,114.18,0.5701,135.00,114.18,214633
402,157.30,0.5686,185.00,157.30,215217
403,172.06,0.5672,200.00,172.06,215817
404,176.06,0.5658,200.00,176.06,216323
405,230.16,0.5644,260.00,230.16,216969
406,71.13,0.5630,90.00,71.13,217360
407,55.03,0.5616,75.00,55.03,217791
408,114.13,0.5602,130.00,114.13,218134
409,160.07,0.5587,185.00,160.07,218655
410,88.72,0.5573,110.00,88.72,219109
411,267.11,0.5559,295.00,267.11,219700
412,449.28,0.5545,490.00,449.28,220558
413,100.96,0.5531,120.00,100.96,220964
414,478.12,0.5517,515.00,478.12,221730
415,55.69,0.5503,75.00,55.69,222141
416,80.40,0.5488,100.00,80.40,222555
417,52.16,0.5474,65.00,52.16,222841
418,101.15,0.5460,120.00,101.15,223266
419,82.69,0.5446,100.00,82.69,223637
420,132.30,0.5432,155.00,132.30,224123
421,165.06,0.5418,190.00,165.06,224657
422,120.59,0.5404,145.00,120.59,225176
423,280.74,0.5389,315.00,280.74,225912
424,110.76,0.5375,130.00,110.76,226346
425,215.78,0.5361,255.00,215.78,227164
426,52.86,0.5347,65.00,52.86,227424
427,126.05,0.5333,150.00,126.05,227931
428,231.07,0.5319,265.00,231.07,228640
429,94.52,0.5305,110.00,94.52,228970
430,205.55,0.5290,230.00,205.55,229457
431,610.52,0.5276,660.00,610.52,230487
432,51.22,0.5262,65.00,51.22,230777
433,76.44,0.5248,90.00,76.44,231063
434,139.72,0.5234,160.00,139.72,231493
435,412.74,0.5220,450.00,412.74,232275
436,400.42,0.5206,440.00,400.42,233111
437,143.00,0.5191,165.00,143.00,233581
438,383.92,0.5177,415.00,383.92,234233
439,249.09,0.5163,285.00,249.09,234996
440,151.17,0.5149,175.00,151.17,235485
441,47.02,0.5135,60.00,47.02,235763
442,273.23,0.5121,305.00,273.23,236442
443,129.19,0.5107,155.00,129.19,236967
444,373.61,0.5092,410.00,373.61,237732
445,87.55,0.5078,110.00,87.55,238217
446,247.51,0.5064,280.00,247.51,238910
447,400.93,0.5050,440.00,400.93,239733
448,16.90,0.5036,30.00,16.90,240021
449,47.51,0.5022,60.00,47.51,240284
450,191.92,0.5008,215.00,191.92,240756
451,185.64,0.4993,210.00,185.64,241252
452,382.16,0.4979,425.00,382.16,242152
453,324.95,0.4965,360.00,324.95,242891
454,181.92,0.4951,210.00,181.92,243487
455,134.43,0.4937,155.00,134.43,243946
456,84.00,0.4923,100.00,84.00,244274
457,62.62,0.4909,80.00,62.62,244632
458,379.31,0.4894,415.00,379.31,245391
459,26.31,0.4880,45.00,26.31,245766
460,178.59,0.4866,205.00,178.59,246301
461,97.85,0.4852,120.00,97.85,246772
462,330.98,0.4838,365.00,330.98,247454
463,31.40,0.4824,45.00,31.40,247764
464,189.50,0.4810,215.00,189.50,248300
465,480.04,0.4795,520.00,480.04,249108
466,70.92,0.4781,90.00,70.92,249504
467,236.18,0.4767,260.00,236.18,250000
468,187.94,0.4753,230.00,187.94,250860
469,146.66,0.4739,175.00,146.66,251460
470,251.17,0.4725,290.00,251.17,252231
471,125.39,0.4711,145.00,125.39,252642
472,305.55,0.4696,335.00,305.55,253263
473,103.63,0.4682,125.00,103.63,253732
474,96.65,0.4668,115.00,96.65,254147
475,81.52,0.4654,105.00,81.52,254621
476,153.04,0.4640,175.00,153.04,255093
477,600.26,0.4626,640.00,600.26,255957
478,113.03,0.4612,135.00,113.03,256418
479,575.30,0.4597,620.00,575.30,257322
480,214.88,0.4583,250.00,214.88,258068
481,153.99,0.4569,180.00,153.99,258605
482,194.73,0.4555,225.00,194.73,259252
483,166.31,0.4541,190.00,166.31,259759
484,211.09,0.4527,240.00,211.09,260366
485,161.07,0.4513,185.00,161.07,260887
486,128.59,0.4498,150.00,128.59,261338
487,183.70,0.4484,215.00,183.70,261984
488,211.98,0.4470,250.00,211.98,262742
489,233.40,0.4456,260.00,233.40,263304
490,116.84,0.4442,135.00,116.84,263704
491,61.41,0.4428,80.00,61.41,264095
492,96.53,0.4414,115.00,96.53,264480
493,138.27,0.4399,160.00,138.27,264933
494,125.87,0.4385,155.00,125.87,265538
495,125.54,0.4371,150.00,125.54,266052
496,336.41,0.4357,380.00,336.41,266961
497,36.67,0.4343,55.00,36.67,267344
498,82.54,0.4329,100.00,82.54,267704
499,220.66,0.4315,260.00,220.66,268520
500,299.38,0.4300,335.00,299.38,269268
501,215.11,0.4286,255.00,215.11,270107
502,268.38,0.4272,305.00,268.38,270917
503,445.44,0.4258,490.00,445.44,271873
504,248.16,0.4244,285.00,248.16,272627
505,250.78,0.4230,285.00,250.78,273343
506,103.22,0.4216,125.00,103.22,273807
507,200.96,0.4201,225.00,200.96,274293
508,185.21,0.4187,210.00,185.21,274814
509,44.21,0.4173,60.00,44.21,275139
510,84.08,0.4159,105.00,84.08,275571
511,185.02,0.4145,210.00,185.02,276091
512,196.42,0.4131,225.00,196.42,276683
513,183.74,0.4117,210.00,183.74,277249
514,207.37,0.4102,245.00,207.37,278022
515,305.97,0.4088,335.00,305.97,278629
516,95.20,0.4074,110.00,95.20,278911
517,114.20,0.4060,135.00,114.20,279353
518,99.01,0.4046,125.00,99.01,279884
519,450.82,0.4032,485.00,450.82,280610
520,127.06,0.4018,150.00,127.06,281090
521,468.23,0.4003,505.00,468.23,281859
522,295.49,0.3989,340.00,295.49,282760
523,375.23,0.3975,420.00,375.23,283685
524,157.53,0.3961,180.00,157.53,284144
525,133.13,0.3947,155.00,133.13,284613
526,191.40,0.3933,225.00,191.40,285315
527,115.79,0.3919,140.00,115.79,285822
528,218.57,0.3904,250.00,218.57,286467
529,141.72,0.3890,170.00,141.72,287087
530,176.34,0.3876,205.00,176.34,287687
531,139.71,0.3862,160.00,139.71,288124
532,110.02,0.3848,130.00,110.02,288536
533,65.82,0.3834,85.00,65.82,288940
534,262.56,0.3820,300.00,262.56,289726
535,208.91,0.3805,235.00,208.91,290251
536,116.99,0.3791,135.00,116.99,290664
537,41.18,0.3777,55.00,41.18,290960
538,217.05,0.3763,255.00,217.05,291747
539,165.24,0.3749,195.00,165.24,292385
540,127.05,0.3735,155.00,127.05,292958
541,254.72,0.3721,290.00,254.72,293672
542,200.98,0.3706,245.00,200.98,294552
543,228.98,0.3692,260.00,228.98,295202
544,350.04,0.3678,390.00,350.04,296018
545,146.84,0.3664,180.00,146.84,296708
546,418.51,0.3650,455.00,418.51,297449
547,298.24,0.3636,330.00,298.24,298073
548,79.64,0.3622,105.00,79.64,298583
549,412.15,0.3607,445.00,412.15,299258
550,401.60,0.3593,450.00,401.60,300272
551,396.47,0.3579,445.00,396.47,301289
552,492.60,0.3565,540.00,492.60,302267
553,331.04,0.3551,380.00,331.04,303249
554,132.35,0.3537,155.00,132.35,303722
555,116.94,0.3523,130.00,116.94,304002
556,88.20,0.3508,110.00,88.20,304442
557,193.87,0.3494,225.00,193.87,305067
558,62.09,0.3480,90.00,62.09,305666
559,50.36,0.3466,65.00,50.36,305982
560,2.45,0.3452,20.00,2.45,306363
561,546.52,0.3438,585.00,546.52,307167
562,99.97,0.3424,125.00,99.97,307682
563,87.88,0.3409,110.00,87.88,308144
564,480.75,0.3395,515.00,480.75,308825
565,272.21,0.3381,315.00,272.21,309676
566,103.52,0.3367,125.00,103.52,310110
567,221.60,0.3353,260.00,221.60,310894
568,349.01,0.3339,385.00,349.01,311639
569,144.88,0.3325,165.00,144.88,312039
570,220.73,0.3310,255.00,220.73,312754
571,101.20,0.3296,120.00,101.20,313150
572,52.34,0.3282,85.00,52.34,313788
573,255.04,0.3268,285.00,255.04,314414
574,65.85,0.3254,85.00,65.85,314783
575,280.48,0.3240,315.00,280.48,315487
576,127.72,0.3226,150.00,127.72,315973
577,224.64,0.3211,260.00,224.64,316691
578,76.39,0.3197,100.00,76.39,317162
579,142.39,0.3183,170.00,142.39,317695
580,83.62,0.3169,100.00,83.62,318019
581,193.93,0.3155,225.00,193.93,318660
582,149.59,0.3141,175.00,149.59,319157
583,62.92,0.3127,80.00,62.92,319493
584,67.24,0.3112,95.00,67.24,320043
585,137.61,0.3098,160.00,137.61,320492
586,183.69,0.3084,215.00,183.69,321153
587,38.45,0.3070,55.00,38.45,321500
588,227.24,0.3056,260.00,227.24,322166
589,319.73,0.3042,365.00,319.73,323055
590,238.03,0.3028,270.00,238.03,323662
591,181.28,0.3013,205.00,181.28,324126
592,359.52,0.2999,390.00,359.52,324730
593,48.03,0.2985,70.00,48.03,325183
594,205.84,0.2971,230.00,205.84,325661
595,431.57,0.2957,460.00,431.57,326228
596,293.42,0.2943,325.00,293.42,326846
597,430.19,0.2929,470.00,430.19,327585
598,114.62,0.2914,140.00,114.62,328067
599,201.84,0.2900,235.00,201.84,328723
600,635.78,0.2886,670.00,635.78,329409
601,140.74,0.2872,170.00,140.74,329965
602,138.79,0.2858,160.00,138.79,330434
603,95.01,0.2844,125.00,95.01,331039
604,156.55,0.2830,190.00,156.55,331738
605,118.94,0.2815,140.00,118.94,332156
606,325.90,0.2801,360.00,325.90,332882
607,194.27,0.2787,230.00,194.27,333595
608,129.99,0.2773,155.00,129.99,334108
609,201.88,0.2759,230.00,201.88,334714
610,39.11,0.2745,60.00,39.11,335123
611,282.07,0.2731,315.00,282.07,335818
612,119.69,0.2716,160.00,119.69,336589
613,361.92,0.2702,395.00,361.92,337233
614,65.39,0.2688,85.00,65.39,337654
615,142.00,0.2674,170.00,142.00,338160
616,210.27,0.2660,245.00,210.27,338885
617,148.07,0.2646,185.00,148.07,339632
618,266.24,0.2632,300.00,266.24,340314
619,279.73,0.2617,330.00,279.73,341315
620,214.39,0.2603,255.00,214.39,342098
621,543.78,0.2589,590.00,543.78,343026
622,151.25,0.2575,185.00,151.25,343729
623,53.61,0.2561,75.00,53.61,344162
624,60.74,0.2547,85.00,60.74,344562
625,188.74,0.2533,220.00,188.74,345184
626,140.41,0.2518,180.00,140.41,345985
627,481.68,0.2504,525.00,481.68,346847
628,134.94,0.2490,170.00,134.94,347503
629,81.05,0.2476,110.00,81.05,348044
630,187.30,0.2462,215.00,187.30,348592
631,185.53,0.2448,215.00,185.53,349183
632,449.11,0.2434,495.00,449.11,350084
633,275.22,0.2419,310.00,275.22,350790
634,280.17,0.2405,315.00,280.17,351431
635,384.57,0.2391,415.00,384.57,352058
636,120.77,0.2377,140.00,120.77,352413
637,397.73,0.2363,440.00,397.73,353216
638,179.16,0.2349,210.00,179.16,353832
639,139.35,0.2335,175.00,139.35,354515
640,94.60,0.2320,115.00,94.60,354927
641,491.28,0.2306,525.00,491.28,355583
642,123.48,0.2292,150.00,123.48,356115
643,380.87,0.2278,425.00,380.87,357026
644,129.44,0.2264,155.00,129.44,357554
645,173.55,0.2250,205.00,173.55,358121
646,312.68,0.2236,345.00,312.68,358823
647,66.88,0.2221,95.00,66.88,359355
648,268.84,0.2207,305.00,268.84,360069
649,360.74,0.2193,400.00,360.74,360917
650,230.85,0.2179,270.00,230.85,361684
651,110.36,0.2165,135.00,110.36,362214
652,308.76,0.2151,340.00,308.76,362858
653,273.38,0.2137,320.00,273.38,363786
654,332.81,0.2122,370.00,332.81,364501
655,265.18,0.2108,305.00,265.18,365293
656,194.32,0.2094,235.00,194.32,366079
657,322.79,0.2080,360.00,322.79,366830
