Episode,Avg_Reward,Epsilon,Original_Reward,Shaped_Reward
658,303.03,0.2066,345.00,303.03,367643
659,216.47,0.2052,260.00,216.47,368498
660,734.85,0.2038,800.00,734.85,369783
661,205.63,0.2023,245.00,205.63,370576
662,104.65,0.2009,135.00,104.65,371173
663,472.62,0.1995,510.00,472.62,371915
664,411.15,0.1981,450.00,411.15,372704
665,550.78,0.1967,605.00,550.78,373852
666,294.46,0.1953,340.00,294.46,374706
667,694.37,0.1939,735.00,694.37,375503
668,109.61,0.1924,135.00,109.61,375964
669,169.83,0.1910,200.00,169.83,376577
670,328.12,0.1896,360.00,328.12,377209
671,103.34,0.1882,130.00,103.34,377727
672,267.32,0.1868,310.00,267.32,378511
673,189.71,0.1854,220.00,189.71,379134
674,294.50,0.1840,330.00,294.50,379814
675,130.49,0.1825,155.00,130.49,380321
676,161.65,0.1811,205.00,161.65,381102
677,172.01,0.1797,200.00,172.01,381611
678,178.98,0.1783,215.00,178.98,382311
679,223.25,0.1769,265.00,223.25,383122
680,155.59,0.1755,185.00,155.59,383705
681,223.46,0.1741,260.00,223.46,384441
682,251.90,0.1726,285.00,251.90,385107
683,558.56,0.1712,615.00,558.56,386211
684,171.98,0.1698,205.00,171.98,386821
685,254.87,0.1684,295.00,254.87,387592
686,230.52,0.1670,265.00,230.52,388310
687,308.80,0.1656,345.00,308.80,389028
688,244.52,0.1642,285.00,244.52,389824
689,134.19,0.1627,160.00,134.19,390319
690,400.06,0.1613,430.00,400.06,390923
691,86.09,0.1599,115.00,86.09,391516
692,308.35,0.1585,335.00,308.35,392015
693,342.63,0.1571,395.00,342.63,392974
694,130.36,0.1557,160.00,130.36,393504
695,86.86,0.1543,115.00,86.86,394046
696,176.43,0.1528,205.00,176.43,394599
697,153.91,0.1514,175.00,153.91,395044
698,233.49,0.1500,265.00,233.49,395625
699,164.58,0.1486,190.00,164.58,396133
700,296.50,0.1472,330.00,296.50,396799
701,260.85,0.1458,295.00,260.85,397466
702,240.89,0.1444,275.00,240.89,398133
703,87.25,0.1429,105.00,87.25,398510
704,45.65,0.1415,70.00,45.65,398917
705,394.88,0.1401,430.00,394.88,399627
706,137.79,0.1387,165.00,137.79,400168
707,229.05,0.1373,265.00,229.05,400817
708,104.43,0.1359,130.00,104.43,401282
709,284.91,0.1345,325.00,284.91,402073
710,273.23,0.1330,310.00,273.23,402814
711,198.63,0.1316,230.00,198.63,403419
712,180.23,0.1302,220.00,180.23,404168
713,135.16,0.1288,170.00,135.16,404810
714,72.85,0.1274,95.00,72.85,405245
715,207.06,0.1260,240.00,207.06,405881
716,265.11,0.1246,305.00,265.11,406632
717,231.59,0.1231,270.00,231.59,407371
718,137.41,0.1217,160.00,137.41,407830
719,146.21,0.1203,165.00,146.21,408215
720,301.99,0.1189,335.00,301.99,408880
721,220.73,0.1175,255.00,220.73,409555
722,275.55,0.1161,310.00,275.55,410236
723,249.01,0.1147,285.00,249.01,410883
724,4.09,0.1132,30.00,4.09,411344
725,107.35,0.1118,135.00,107.35,411813
726,84.79,0.1104,110.00,84.79,412278
727,191.46,0.1090,230.00,191.46,413002
728,59.44,0.1076,85.00,59.44,413462
729,74.94,0.1062,95.00,74.94,413834
730,134.92,0.1048,160.00,134.92,414328
731,480.13,0.1033,525.00,480.13,415187
732,344.30,0.1019,390.00,344.30,416025
733,224.29,0.1005,275.00,224.29,416994
734,175.48,0.0991,200.00,175.48,417470
735,211.76,0.0977,235.00,211.76,417972
736,194.72,0.0963,235.00,194.72,418770
737,384.94,0.0949,420.00,384.94,419424
738,248.49,0.0934,290.00,248.49,420195
739,240.86,0.0920,275.00,240.86,420857
740,422.07,0.0906,465.00,422.07,421626
741,497.74,0.0892,550.00,497.74,422658
742,251.32,0.0878,290.00,251.32,423418
743,145.18,0.0864,180.00,145.18,424068
744,115.02,0.0850,145.00,115.02,424592
745,52.95,0.0835,80.00,52.95,425115
746,239.51,0.0821,270.00,239.51,425844
747,160.31,0.0807,190.00,160.31,426395
748,673.81,0.0793,730.00,673.81,427636
749,568.67,0.0779,610.00,568.67,428467
750,298.16,0.0765,330.00,298.16,429103
751,214.51,0.0751,245.00,214.51,429692
752,344.49,0.0736,390.00,344.49,430583
753,276.81,0.0722,315.00,276.81,431302
754,405.10,0.0708,450.00,405.10,432150
755,170.59,0.0694,200.00,170.59,432693
756,228.52,0.0680,260.00,228.52,433287
757,110.79,0.0666,135.00,110.79,433746
758,124.43,0.0652,155.00,124.43,434395
759,124.58,0.0637,155.00,124.58,434913
760,644.99,0.0623,695.00,644.99,435874
761,210.57,0.0609,250.00,210.57,436685
762,93.30,0.0595,115.00,93.30,437137
763,95.08,0.0581,130.00,95.08,437809
764,93.98,0.0567,125.00,93.98,438411
765,232.03,0.0553,275.00,232.03,439294
766,408.91,0.0538,450.00,408.91,440195
767,328.97,0.0524,360.00,328.97,440950
768,14.28,0.0510,30.00,14.28,441250
769,29.18,0.0496,50.00,29.18,441620
770,125.74,0.0482,160.00,125.74,442308
771,21.25,0.0468,35.00,21.25,442599
772,233.23,0.0454,260.00,233.23,443176
773,252.21,0.0439,275.00,252.21,443661
774,69.42,0.0425,95.00,69.42,444149
775,295.58,0.0411,330.00,295.58,444869
776,304.70,0.0397,340.00,304.70,445561
777,435.54,0.0383,480.00,435.54,446527
778,134.35,0.0369,160.00,134.35,446994
779,93.48,0.0355,110.00,93.48,447328
780,251.88,0.0340,285.00,251.88,448018
781,287.95,0.0326,325.00,287.95,448739
782,287.06,0.0312,320.00,287.06,449421
783,242.75,0.0298,280.00,242.75,450128
784,319.18,0.0284,360.00,319.18,450920
785,126.53,0.0270,145.00,126.53,451311
786,197.48,0.0256,225.00,197.48,451873
787,172.45,0.0241,205.00,172.45,452454
788,137.82,0.0227,175.00,137.82,453180
789,251.09,0.0213,295.00,251.09,454047
790,120.11,0.0199,145.00,120.11,454538
791,196.31,0.0185,240.00,196.31,455379
792,153.47,0.0171,180.00,153.47,455870
793,69.69,0.0157,95.00,69.69,456349
794,649.01,0.0142,695.00,649.01,457208
795,310.90,0.0128,355.00,310.90,458082
796,392.73,0.0114,430.00,392.73,458829
797,61.25,0.0100,95.00,61.25,459476
798,375.44,0.0100,415.00,375.44,460230
799,356.31,0.0100,400.00,356.31,461157
800,330.89,0.0100,370.00,330.89,461914
801,260.68,0.0100,290.00,260.68,462500
802,535.18,0.0100,580.00,535.18,463336
803,234.80,0.0100,270.00,234.80,463982
804,306.49,0.0100,340.00,306.49,464747
805,142.72,0.0100,170.00,142.72,465253
806,292.81,0.0100,330.00,292.81,465982
807,348.35,0.0100,385.00,348.35,466721
808,69.28,0.0100,100.00,69.28,467387
809,3.59,0.0100,25.00,3.59,467774
810,326.44,0.0100,355.00,326.44,468400
811,263.71,0.0100,310.00,263.71,469271
812,182.90,0.0100,210.00,182.90,469785
813,528.45,0.0100,560.00,528.45,470464
814,305.92,0.0100,340.00,305.92,471238
815,291.48,0.0100,320.00,291.48,471876
816,171.67,0.0100,200.00,171.67,472383
817,68.64,0.0100,100.00,68.64,472933
818,184.53,0.0100,215.00,184.53,473532
819,101.32,0.0100,140.00,101.32,474248
820,225.71,0.0100,270.00,225.71,475115
821,590.36,0.0100,620.00,590.36,475825
822,309.45,0.0100,345.00,309.45,476526
823,275.10,0.0100,310.00,275.10,477228
824,220.63,0.0100,260.00,220.63,477989
825,411.53,0.0100,450.00,411.53,478754
826,230.03,0.0100,265.00,230.03,479375
827,226.52,0.0100,265.00,226.52,480123
828,272.40,0.0100,300.00,272.40,480693
829,222.63,0.0100,285.00,222.63,481844
830,218.20,0.0100,250.00,218.20,482482
831,184.63,0.0100,230.00,184.63,483355
832,366.33,0.0100,405.00,366.33,484094
833,45.28,0.0100,60.00,45.28,484392
834,122.30,0.0100,155.00,122.30,485028
835,364.90,0.0100,405.00,364.90,485814
836,283.23,0.0100,325.00,283.23,486629
837,299.21,0.0100,335.00,299.21,487394
838,186.63,0.0100,215.00,186.63,487969
839,168.70,0.0100,195.00,168.70,488521
840,213.88,0.0100,245.00,213.88,489159
841,437.84,0.0100,490.00,437.84,490203
842,370.74,0.0100,405.00,370.74,490943
843,149.22,0.0100,175.00,149.22,491493
844,265.45,0.0100,295.00,265.45,492120
845,555.41,0.0100,595.00,555.41,492921
846,163.14,0.0100,195.00,163.14,493527
847,405.79,0.0100,440.00,405.79,494214
848,533.16,0.0100,580.00,533.16,495298
849,219.07,0.0100,250.00,219.07,495863
850,220.00,0.0100,260.00,220.00,496599
851,197.17,0.0100,235.00,197.17,497290
852,80.83,0.0100,105.00,80.83,497775
853,194.84,0.0100,220.00,194.84,498333
854,255.63,0.0100,290.00,255.63,498990
855,306.59,0.0100,335.00,306.59,499647
856,403.42,0.0100,435.00,403.42,500313
857,312.95,0.0100,350.00,312.95,501008
858,274.31,0.0100,310.00,274.31,501691
859,402.73,0.0100,445.00,402.73,502538
860,244.37,0.0100,290.00,244.37,503323
861,157.86,0.0100,180.00,157.86,503815
862,303.70,0.0100,340.00,303.70,504595
863,353.93,0.0100,395.00,353.93,505378
864,141.57,0.0100,165.00,141.57,505871
865,299.52,0.0100,340.00,299.52,506769
866,57.68,0.0100,75.00,57.68,507141
867,131.67,0.0100,165.00,131.67,507768
868,121.70,0.0100,145.00,121.70,508250
869,480.54,0.0100,520.00,480.54,509144
870,524.64,0.0100,555.00,524.64,509824
871,375.85,0.0100,415.00,375.85,510591
872,83.79,0.0100,105.00,83.79,511032
873,113.62,0.0100,140.00,113.62,511562
874,287.29,0.0100,325.00,287.29,512267
875,313.20,0.0100,340.00,313.20,512833
876,253.29,0.0100,290.00,253.29,513654
877,446.18,0.0100,495.00,446.18,514582
878,218.90,0.0100,255.00,218.90,515226
879,153.66,0.0100,180.00,153.66,515740
880,67.33,0.0100,100.00,67.33,516405
881,147.32,0.0100,175.00,147.32,516949
882,74.90,0.0100,100.00,74.90,517433
883,437.72,0.0100,470.00,437.72,518075
884,344.06,0.0100,385.00,344.06,518909
885,614.89,0.0100,655.00,614.89,519702
886,366.17,0.0100,415.00,366.17,520655
887,396.42,0.0100,445.00,396.42,521571
888,352.11,0.0100,395.00,352.11,522424
889,327.43,0.0100,370.00,327.43,523297
890,122.93,0.0100,145.00,122.93,523756
891,277.95,0.0100,305.00,277.95,524279
892,834.24,0.0100,895.00,834.24,525465
893,153.92,0.0100,180.00,153.92,526035
894,221.55,0.0100,255.00,221.55,526680
895,299.82,0.0100,340.00,299.82,527552
896,280.70,0.0100,315.00,280.70,528244
897,542.20,0.0100,600.00,542.20,529360
898,217.87,0.0100,255.00,217.87,530081
899,286.80,0.0100,315.00,286.80,530699
900,291.40,0.0100,325.00,291.40,531457
901,411.35,0.0100,455.00,411.35,532326
902,145.44,0.0100,175.00,145.44,532860
903,426.66,0.0100,480.00,426.66,533854
904,229.19,0.0100,280.00,229.19,534785
905,230.87,0.0100,255.00,230.87,535318
906,277.02,0.0100,310.00,277.02,535968
907,475.11,0.0100,515.00,475.11,536771
908,258.48,0.0100,295.00,258.48,537497
909,292.31,0.0100,325.00,292.31,538140
910,256.69,0.0100,290.00,256.69,538829
911,286.90,0.0100,320.00,286.90,539599
912,426.77,0.0100,465.00,426.77,540362
913,251.83,0.0100,280.00,251.83,540989
914,277.47,0.0100,305.00,277.47,541502
915,266.50,0.0100,300.00,266.50,542180
916,468.71,0.0100,520.00,468.71,543205
917,148.73,0.0100,170.00,148.73,543616
918,187.02,0.0100,225.00,187.02,544286
919,297.05,0.0100,340.00,297.05,545055
920,343.44,0.0100,380.00,343.44,545857
921,107.21,0.0100,135.00,107.21,546386
922,255.86,0.0100,290.00,255.86,547020
923,137.82,0.0100,160.00,137.82,547454
924,284.21,0.0100,310.00,284.21,548005
925,219.94,0.0100,245.00,219.94,548485
926,58.20,0.0100,80.00,58.20,548867
927,158.04,0.0100,185.00,158.04,549359
928,203.42,0.0100,240.00,203.42,549993
929,370.48,0.0100,410.00,370.48,550743
930,292.88,0.0100,325.00,292.88,551349
931,276.16,0.0100,305.00,276.16,551871
932,443.83,0.0100,485.00,443.83,552740
933,543.50,0.0100,585.00,543.50,553570
934,297.89,0.0100,335.00,297.89,554277
935,260.59,0.0100,290.00,260.59,554814
936,62.32,0.0100,85.00,62.32,555256
937,325.28,0.0100,365.00,325.28,555976
938,481.05,0.0100,515.00,481.05,556601
939,89.00,0.0100,110.00,89.00,556981
940,455.26,0.0100,500.00,455.26,557785
941,64.99,0.0100,80.00,64.99,558054
942,56.51,0.0100,75.00,56.51,558373
943,71.45,0.0100,95.00,71.45,558828
944,105.43,0.0100,125.00,105.43,559181
945,289.13,0.0100,325.00,289.13,559948
946,297.61,0.0100,330.00,297.61,560595
947,365.22,0.0100,405.00,365.22,561353
948,281.22,0.0100,305.00,281.22,561865
949,292.91,0.0100,325.00,292.91,562422
950,347.43,0.0100,390.00,347.43,563275
951,250.35,0.0100,290.00,250.35,564056
952,143.52,0.0100,170.00,143.52,564552
953,279.53,0.0100,310.00,279.53,565135
954,422.40,0.0100,470.00,422.40,566105
955,165.23,0.0100,195.00,165.23,566720
956,417.90,0.0100,460.00,417.90,567522
957,433.46,0.0100,470.00,433.46,568242
958,626.40,0.0100,660.00,626.40,568986
959,254.62,0.0100,310.00,254.62,569994
960,199.96,0.0100,225.00,199.96,570450
961,324.62,0.0100,360.00,324.62,571152
962,223.46,0.0100,255.00,223.46,571762
963,411.89,0.0100,465.00,411.89,572713
964,404.56,0.0100,440.00,404.56,573359
965,341.88,0.0100,375.00,341.88,574069
966,224.57,0.0100,250.00,224.57,574548
967,596.17,0.0100,640.00,596.17,575417
968,473.34,0.0100,510.00,473.34,576065
969,128.08,0.0100,155.00,128.08,576585
970,380.98,0.0100,425.00,380.98,577501
971,407.25,0.0100,470.00,407.25,578690
972,319.36,0.0100,355.00,319.36,579384
973,425.03,0.0100,460.00,425.03,580067
974,223.45,0.0100,255.00,223.45,580684
975,317.06,0.0100,345.00,317.06,581254
976,107.65,0.0100,125.00,107.65,581619
977,451.25,0.0100,515.00,451.25,582820
978,175.92,0.0100,200.00,175.92,583264
979,300.87,0.0100,330.00,300.87,583827
980,135.41,0.0100,155.00,135.41,584216
981,140.52,0.0100,165.00,140.52,584730
982,447.70,0.0100,495.00,447.70,585620
983,359.41,0.0100,400.00,359.41,586417
984,207.92,0.0100,235.00,207.92,586943
985,179.65,0.0100,200.00,179.65,587324
986,281.02,0.0100,320.00,281.02,588046
987,295.34,0.0100,330.00,295.34,588696
988,391.58,0.0100,435.00,391.58,589592
989,116.97,0.0100,135.00,116.97,589977
990,566.55,0.0100,600.00,566.55,590580
991,228.51,0.0100,255.00,228.51,591083
992,362.90,0.0100,415.00,362.90,592091
993,343.14,0.0100,375.00,343.14,592773
994,118.87,0.0100,135.00,118.87,593094
995,391.67,0.0100,425.00,391.67,593763
996,332.54,0.0100,375.00,332.54,594635
997,251.82,0.0100,280.00,251.82,595183
998,306.58,0.0100,355.00,306.58,596179
999,316.43,0.0100,355.00,316.43,596970
1000,303.05,0.0100,330.00,303.05,597545
