Episode,Avg_Reward,Epsilon,Original_Reward,Shaped_Reward
627,5.84,0.2462,30.00,5.84,345669
628,332.33,0.2448,395.00,332.33,346739
629,80.50,0.2434,105.00,80.50,347140
630,-0.23,0.2419,20.00,-0.23,347500
631,19.96,0.2405,45.00,19.96,347914
632,121.89,0.2391,150.00,121.89,348401
633,97.80,0.2377,120.00,97.80,348782
634,37.32,0.2363,55.00,37.32,349068
635,405.24,0.2349,440.00,405.24,349681
636,95.45,0.2335,120.00,95.45,350100
637,238.68,0.2320,290.00,238.68,350937
638,66.49,0.2306,90.00,66.49,351332
639,58.11,0.2292,80.00,58.11,351707
640,102.36,0.2278,125.00,102.36,352110
641,53.87,0.2264,75.00,53.87,352479
642,180.43,0.2250,215.00,180.43,353097
643,105.30,0.2236,135.00,105.30,353598
644,42.94,0.2221,60.00,42.94,353876
645,76.83,0.2207,115.00,76.83,354495
646,129.29,0.2193,155.00,129.29,354916
647,141.74,0.2179,185.00,141.74,355642
648,146.48,0.2165,195.00,146.48,356457
649,155.19,0.2151,185.00,155.19,356953
650,74.49,0.2137,105.00,74.49,357455
651,214.67,0.2122,250.00,214.67,358067
652,94.00,0.2108,125.00,94.00,358604
653,431.13,0.2094,475.00,431.13,359323
654,71.90,0.2080,95.00,71.90,359699
655,163.45,0.2066,210.00,163.45,360456
656,56.70,0.2052,75.00,56.70,360768
657,367.86,0.2038,410.00,367.86,361441
658,138.94,0.2023,180.00,138.94,362119
659,485.21,0.2009,535.00,485.21,362957
660,145.62,0.1995,180.00,145.62,363548
661,156.37,0.1981,180.00,156.37,363958
662,86.10,0.1967,120.00,86.10,364534
663,128.80,0.1953,160.00,128.80,365064
664,111.90,0.1939,135.00,111.90,365466
665,78.30,0.1924,95.00,78.30,365761
666,25.03,0.1910,50.00,25.03,366191
667,133.70,0.1896,165.00,133.70,366713
668,189.37,0.1882,245.00,189.37,367640
669,70.88,0.1868,100.00,70.88,368116
670,311.91,0.1854,380.00,311.91,369193
671,145.56,0.1840,195.00,145.56,369965
672,367.67,0.1825,410.00,367.67,370670
673,103.48,0.1811,135.00,103.48,371212
674,130.85,0.1797,155.00,130.85,371609
675,157.34,0.1783,200.00,157.34,372332
676,242.76,0.1769,285.00,242.76,373051
677,93.58,0.1755,130.00,93.58,373649
678,218.03,0.1741,275.00,218.03,374602
679,133.45,0.1726,165.00,133.45,375146
680,151.60,0.1712,195.00,151.60,375872
681,82.07,0.1698,105.00,82.07,376271
682,79.64,0.1684,110.00,79.64,376765
683,101.69,0.1670,135.00,101.69,377318
684,29.68,0.1656,45.00,29.68,377575
685,246.27,0.1642,295.00,246.27,378399
686,202.89,0.1627,240.00,202.89,379046
687,362.51,0.1613,425.00,362.51,380093
688,119.85,0.1599,155.00,119.85,380648
689,103.47,0.1585,140.00,103.47,381228
690,84.08,0.1571,115.00,84.08,381749
691,84.04,0.1557,105.00,84.04,382106
692,94.80,0.1543,125.00,94.80,382579
693,175.86,0.1528,210.00,175.86,383157
694,166.93,0.1514,210.00,166.93,383847
695,41.21,0.1500,65.00,41.21,384280
696,76.81,0.1486,100.00,76.81,384671
697,122.35,0.1472,145.00,122.35,385057
698,112.69,0.1458,145.00,112.69,385584
699,318.06,0.1444,350.00,318.06,386130
700,41.85,0.1429,65.00,41.85,386497
701,87.08,0.1415,125.00,87.08,387095
702,148.90,0.1401,180.00,148.90,387605
703,126.11,0.1387,165.00,126.11,388230
704,137.97,0.1373,170.00,137.97,388762
705,451.79,0.1359,515.00,451.79,389813
706,233.64,0.1345,275.00,233.64,390485
707,172.64,0.1330,215.00,172.64,391160
708,53.52,0.1316,85.00,53.52,391688
709,56.99,0.1302,80.00,56.99,392051
710,133.15,0.1288,170.00,133.15,392634
711,309.45,0.1274,355.00,309.45,393367
712,490.47,0.1260,545.00,490.47,394274
713,199.76,0.1246,250.00,199.76,395097
714,138.63,0.1231,180.00,138.63,395794
715,125.75,0.1217,165.00,125.75,396442
716,105.97,0.1203,135.00,105.97,396929
717,125.08,0.1189,160.00,125.08,397507
718,367.08,0.1175,415.00,367.08,398297
719,126.73,0.1161,175.00,126.73,399116
720,108.88,0.1147,130.00,108.88,399498
721,343.83,0.1132,410.00,343.83,400501
722,419.08,0.1118,475.00,419.08,401408
723,168.48,0.1104,210.00,168.48,402039
724,143.68,0.1090,190.00,143.68,402771
725,115.62,0.1076,145.00,115.62,403256
726,164.73,0.1062,210.00,164.73,403963
727,88.41,0.1048,120.00,88.41,404453
728,224.57,0.1033,280.00,224.57,405406
729,171.55,0.1019,205.00,171.55,405909
730,103.38,0.1005,135.00,103.38,406401
731,224.88,0.0991,280.00,224.88,407246
732,55.91,0.0977,95.00,55.91,407828
733,64.16,0.0963,95.00,64.16,408324
734,90.73,0.0949,130.00,90.73,408930
735,176.59,0.0934,220.00,176.59,409605
736,144.94,0.0920,190.00,144.94,410322
737,52.54,0.0906,75.00,52.54,410684
738,157.23,0.0892,205.00,157.23,411473
739,96.13,0.0878,130.00,96.13,412018
740,61.62,0.0864,90.00,61.62,412476
741,162.75,0.0850,205.00,162.75,413116
742,219.22,0.0835,275.00,219.22,414016
743,621.00,0.0821,680.00,621.00,414917
744,70.25,0.0807,100.00,70.25,415385
745,361.85,0.0793,420.00,361.85,416309
746,126.49,0.0779,155.00,126.49,416784
747,34.75,0.0765,65.00,34.75,417270
748,112.96,0.0751,145.00,112.96,417772
749,148.32,0.0736,205.00,148.32,418682
750,445.15,0.0722,505.00,445.15,419555
751,179.19,0.0708,225.00,179.19,420259
752,413.83,0.0694,465.00,413.83,421046
753,134.80,0.0680,180.00,134.80,421736
754,228.98,0.0666,275.00,228.98,422464
755,202.58,0.0652,245.00,202.58,423083
756,214.74,0.0637,270.00,214.74,423920
757,179.21,0.0623,225.00,179.21,424641
758,104.17,0.0609,140.00,104.17,425239
759,56.22,0.0595,80.00,56.22,425614
760,179.28,0.0581,230.00,179.28,426380
761,70.77,0.0567,110.00,70.77,426980
762,20.45,0.0553,55.00,20.45,427494
763,353.95,0.0538,400.00,353.95,428185
764,201.56,0.0524,260.00,201.56,429093
765,362.81,0.0510,430.00,362.81,430142
766,41.08,0.0496,65.00,41.08,430508
767,231.32,0.0482,285.00,231.32,431317
768,88.54,0.0468,135.00,88.54,431991
769,215.98,0.0454,280.00,215.98,432962
770,23.87,0.0439,50.00,23.87,433333
771,367.62,0.0425,410.00,367.62,433958
772,213.37,0.0411,275.00,213.37,434858
773,92.59,0.0397,125.00,92.59,435351
774,187.28,0.0383,230.00,187.28,436000
775,69.96,0.0369,100.00,69.96,436469
776,95.68,0.0355,125.00,95.68,436915
777,230.25,0.0340,285.00,230.25,437738
778,122.85,0.0326,165.00,122.85,438379
779,55.04,0.0312,100.00,55.04,439042
780,21.51,0.0298,50.00,21.51,439472
781,199.90,0.0284,260.00,199.90,440367
782,189.04,0.0270,240.00,189.04,441131
783,81.69,0.0256,115.00,81.69,441636
784,88.56,0.0241,115.00,88.56,442033
785,314.77,0.0227,365.00,314.77,442796
786,109.87,0.0213,150.00,109.87,443420
787,28.56,0.0199,55.00,28.56,443814
788,26.18,0.0185,45.00,26.18,444091
789,285.72,0.0171,345.00,285.72,444964
790,345.76,0.0157,390.00,345.76,445645
791,93.94,0.0142,140.00,93.94,446326
792,87.69,0.0128,120.00,87.69,446802
793,104.47,0.0114,140.00,104.47,447320
794,51.90,0.0100,85.00,51.90,447808
795,114.30,0.0100,155.00,114.30,448412
796,149.97,0.0100,195.00,149.97,449078
797,299.64,0.0100,350.00,299.64,449804
798,225.55,0.0100,275.00,225.55,450551
799,16.10,0.0100,50.00,16.10,451058
800,186.61,0.0100,240.00,186.61,451820
801,177.24,0.0100,220.00,177.24,452448
802,114.16,0.0100,160.00,114.16,453127
803,24.70,0.0100,75.00,24.70,453850
804,105.46,0.0100,135.00,105.46,454293
805,176.08,0.0100,245.00,176.08,455264
806,53.38,0.0100,80.00,53.38,455662
807,190.23,0.0100,240.00,190.23,456366
808,97.40,0.0100,130.00,97.40,456842
809,103.26,0.0100,135.00,103.26,457315
810,189.75,0.0100,230.00,189.75,457896
811,56.17,0.0100,90.00,56.17,458399
812,95.71,0.0100,125.00,95.71,458820
813,501.53,0.0100,565.00,501.53,459727
814,266.05,0.0100,315.00,266.05,460440
815,435.56,0.0100,480.00,435.56,461114
816,6.18,0.0100,35.00,6.18,461527
817,140.21,0.0100,195.00,140.21,462320
818,50.70,0.0100,75.00,50.70,462669
819,122.27,0.0100,155.00,122.27,463149
820,201.33,0.0100,265.00,201.33,464090
821,131.81,0.0100,175.00,131.81,464723
822,184.11,0.0100,250.00,184.11,465679
823,60.92,0.0100,80.00,60.92,465967
824,244.03,0.0100,295.00,244.03,466714
825,77.99,0.0100,105.00,77.99,467093
826,78.77,0.0100,110.00,78.77,467564
827,17.37,0.0100,50.00,17.37,468022
828,136.44,0.0100,170.00,136.44,468518
829,132.61,0.0100,175.00,132.61,469143
830,199.02,0.0100,245.00,199.02,469827
831,92.63,0.0100,160.00,92.63,470810
832,34.91,0.0100,70.00,34.91,471315
833,114.52,0.0100,145.00,114.52,471791
834,44.33,0.0100,85.00,44.33,472389
835,78.46,0.0100,115.00,78.46,472911
836,184.23,0.0100,235.00,184.23,473635
837,142.34,0.0100,180.00,142.34,474218
838,85.34,0.0100,110.00,85.34,474577
839,132.75,0.0100,160.00,132.75,474978
840,194.25,0.0100,225.00,194.25,475449
841,145.07,0.0100,180.00,145.07,475962
842,108.82,0.0100,140.00,108.82,476424
843,215.75,0.0100,260.00,215.75,477048
844,139.03,0.0100,175.00,139.03,477572
845,121.29,0.0100,155.00,121.29,478069
846,180.79,0.0100,230.00,180.79,478776
847,157.32,0.0100,215.00,157.32,479593
848,144.95,0.0100,195.00,144.95,480308
849,170.80,0.0100,215.00,170.80,480939
850,190.42,0.0100,245.00,190.42,481740
851,104.30,0.0100,145.00,104.30,482333
852,233.51,0.0100,285.00,233.51,483087
853,151.80,0.0100,205.00,151.80,483859
854,145.45,0.0100,190.00,145.45,484499
855,116.10,0.0100,160.00,116.10,485125
856,236.54,0.0100,285.00,236.54,485842
857,414.41,0.0100,475.00,414.41,486746
858,80.95,0.0100,115.00,80.95,487252
859,168.06,0.0100,210.00,168.06,487868
860,198.29,0.0100,255.00,198.29,488667
861,148.86,0.0100,190.00,148.86,489293
862,138.19,0.0100,180.00,138.19,489936
863,219.53,0.0100,270.00,219.53,490661
864,313.58,0.0100,380.00,313.58,491600
865,0.89,0.0100,20.00,0.89,491888
866,141.75,0.0100,185.00,141.75,492515
867,292.24,0.0100,360.00,292.24,493523
868,133.19,0.0100,170.00,133.19,494036
869,138.49,0.0100,190.00,138.49,494788
870,29.11,0.0100,55.00,29.11,495166
871,47.50,0.0100,90.00,47.50,495781
872,90.84,0.0100,125.00,90.84,496269
873,171.55,0.0100,215.00,171.55,496912
874,99.26,0.0100,150.00,99.26,497685
875,55.34,0.0100,85.00,55.34,498118
876,47.56,0.0100,80.00,47.56,498613
877,222.72,0.0100,280.00,222.72,499453
878,118.42,0.0100,150.00,118.42,499914
879,36.98,0.0100,55.00,36.98,500187
880,137.02,0.0100,195.00,137.02,501010
881,72.70,0.0100,100.00,72.70,501394
882,70.85,0.0100,120.00,70.85,502100
883,111.19,0.0100,145.00,111.19,502593
884,68.30,0.0100,100.00,68.30,503066
885,41.63,0.0100,60.00,41.63,503345
886,182.37,0.0100,235.00,182.37,504108
887,19.07,0.0100,35.00,19.07,504346
888,194.69,0.0100,260.00,194.69,505312
889,90.98,0.0100,125.00,90.98,505801
890,179.41,0.0100,220.00,179.41,506384
891,98.80,0.0100,120.00,98.80,506678
892,64.35,0.0100,90.00,64.35,507060
893,37.33,0.0100,65.00,37.33,507471
894,52.84,0.0100,80.00,52.84,507859
895,172.27,0.0100,220.00,172.27,508583
896,70.60,0.0100,105.00,70.60,509099
897,52.71,0.0100,85.00,52.71,509592
898,199.66,0.0100,245.00,199.66,510266
899,85.99,0.0100,120.00,85.99,510760
900,31.79,0.0100,65.00,31.79,511233
901,303.33,0.0100,345.00,303.33,511860
902,109.96,0.0100,135.00,109.96,512232
903,274.62,0.0100,310.00,274.62,512765
904,178.67,0.0100,225.00,178.67,513423
905,37.93,0.0100,70.00,37.93,513902
906,73.96,0.0100,110.00,73.96,514434
907,436.26,0.0100,500.00,436.26,515365
908,207.29,0.0100,255.00,207.29,516083
909,377.50,0.0100,445.00,377.50,517066
910,93.72,0.0100,130.00,93.72,517600
911,153.87,0.0100,185.00,153.87,518070
912,245.30,0.0100,320.00,245.30,519157
913,54.40,0.0100,80.00,54.40,519539
914,118.60,0.0100,165.00,118.60,520241
915,85.44,0.0100,125.00,85.44,520818
916,102.05,0.0100,150.00,102.05,521517
917,216.27,0.0100,260.00,216.27,522178
918,29.09,0.0100,45.00,29.09,522434
919,76.87,0.0100,105.00,76.87,522824
920,182.02,0.0100,245.00,182.02,523735
921,138.28,0.0100,180.00,138.28,524332
922,60.41,0.0100,85.00,60.41,524698
923,280.57,0.0100,345.00,280.57,525672
924,73.95,0.0100,105.00,73.95,526119
925,116.10,0.0100,150.00,116.10,526617
926,69.92,0.0100,110.00,69.92,527211
927,40.72,0.0100,70.00,40.72,527638
928,331.09,0.0100,380.00,331.09,528363
929,230.40,0.0100,285.00,230.40,529168
930,166.31,0.0100,205.00,166.31,529750
931,140.98,0.0100,180.00,140.98,530322
932,174.15,0.0100,220.00,174.15,531005
933,192.36,0.0100,255.00,192.36,531908
934,160.35,0.0100,195.00,160.35,532435
935,253.65,0.0100,315.00,253.65,533381
936,63.82,0.0100,85.00,63.82,533691
937,178.47,0.0100,225.00,178.47,534404
938,105.92,0.0100,165.00,105.92,535286
939,187.37,0.0100,235.00,187.37,535992
940,78.05,0.0100,110.00,78.05,536446
941,63.72,0.0100,95.00,63.72,536930
942,76.28,0.0100,125.00,76.28,537635
943,101.66,0.0100,135.00,101.66,538119
944,68.30,0.0100,100.00,68.30,538577
945,74.58,0.0100,110.00,74.58,539070
946,116.11,0.0100,155.00,116.11,539653
947,302.14,0.0100,345.00,302.14,540280
948,264.01,0.0100,340.00,264.01,541355
949,228.82,0.0100,285.00,228.82,542169
950,117.91,0.0100,155.00,117.91,542700
951,100.83,0.0100,135.00,100.83,543230
952,357.98,0.0100,410.00,357.98,543955
953,147.26,0.0100,195.00,147.26,544652
954,234.92,0.0100,295.00,234.92,545512
955,234.76,0.0100,280.00,234.76,546188
956,163.88,0.0100,220.00,163.88,547016
957,200.04,0.0100,255.00,200.04,547832
958,152.20,0.0100,190.00,152.20,548388
959,174.59,0.0100,210.00,174.59,548922
960,133.87,0.0100,170.00,133.87,549439
961,184.59,0.0100,235.00,184.59,550151
962,79.33,0.0100,110.00,79.33,550608
963,154.53,0.0100,195.00,154.53,551232
964,520.54,0.0100,590.00,520.54,552262
965,222.61,0.0100,275.00,222.61,553039
966,287.55,0.0100,330.00,287.55,553653
967,263.58,0.0100,320.00,263.58,554446
968,384.32,0.0100,425.00,384.32,555052
969,236.33,0.0100,285.00,236.33,555796
970,105.17,0.0100,140.00,105.17,556303
971,199.07,0.0100,240.00,199.07,556909
972,81.72,0.0100,115.00,81.72,557395
973,125.34,0.0100,170.00,125.34,558095
974,162.23,0.0100,200.00,162.23,558653
975,243.05,0.0100,285.00,243.05,559263
976,89.04,0.0100,125.00,89.04,559774
977,123.40,0.0100,190.00,123.40,560751
978,140.47,0.0100,175.00,140.47,561261
979,197.85,0.0100,245.00,197.85,561951
980,147.57,0.0100,195.00,147.57,562635
981,253.40,0.0100,295.00,253.40,563248
982,206.39,0.0100,240.00,206.39,563718
983,176.39,0.0100,210.00,176.39,564194
984,454.10,0.0100,520.00,454.10,565155
985,441.68,0.0100,505.00,441.68,566108
986,209.22,0.0100,270.00,209.22,567000
987,111.79,0.0100,145.00,111.79,567493
988,431.40,0.0100,480.00,431.40,568233
989,155.98,0.0100,190.00,155.98,568719
990,29.81,0.0100,50.00,29.81,569012
991,189.35,0.0100,255.00,189.35,569981
992,185.73,0.0100,240.00,185.73,570766
993,631.96,0.0100,690.00,631.96,571650
994,214.31,0.0100,265.00,214.31,572391
995,253.80,0.0100,315.00,253.80,573318
996,122.56,0.0100,155.00,122.56,573801
997,128.11,0.0100,160.00,128.11,574258
998,235.99,0.0100,280.00,235.99,574904
999,115.45,0.0100,145.00,115.45,575350
1000,47.50,0.0100,75.00,47.50,575765
